step,frame,time,top_u1,top_rf1,external_work
UNLOAD_RELOAD,1,0.019999999552965164,0.0029200001154094934,0.0020858024636254413,5.134294587203909e-05
UNLOAD_RELOAD,2,0.03999999910593033,0.002839999971911311,0.0018076613177981926,5.118720704142966e-05
UNLOAD_RELOAD,3,0.05999999865889549,0.0027600000612437725,0.001683887454419164,5.104754524649529e-05
UNLOAD_RELOAD,4,0.07999999821186066,0.00267999991774559,0.0015740207290946273,5.091722868540278e-05
UNLOAD_RELOAD,5,0.10000000149011612,0.0026000000070780516,0.0015213763490464771,5.079341294053686e-05
UNLOAD_RELOAD,6,0.11999999731779099,0.002520000096410513,0.0014727962643519277,5.0673646169739326e-05
UNLOAD_RELOAD,7,0.14000000059604645,0.0024399999529123306,0.001426043787432718,5.05576923596788e-05
UNLOAD_RELOAD,8,0.1599999964237213,0.002360000042244792,0.0013792882600682788,5.044547920308237e-05
UNLOAD_RELOAD,9,0.18000000715255737,0.0022799998987466097,0.0013325327199709136,5.033700616931011e-05
UNLOAD_RELOAD,10,0.20000000298023224,0.002199999988079071,0.0012857772162533365,5.023227388881118e-05
UNLOAD_RELOAD,11,0.2199999988079071,0.0021200000774115324,0.0012390216616040561,5.013128204647013e-05
UNLOAD_RELOAD,12,0.23999999463558197,0.00203999993391335,0.0011922661142307334,5.003403036099405e-05
UNLOAD_RELOAD,13,0.25999999046325684,0.0019600000232458115,0.0011455105886852834,4.994051939729708e-05
UNLOAD_RELOAD,14,0.2800000011920929,0.001879999996162951,0.001098755052225897,4.985074874127007e-05
UNLOAD_RELOAD,15,0.30000001192092896,0.0017999999690800905,0.00105199953304691,4.976471852873486e-05
UNLOAD_RELOAD,16,0.3199999928474426,0.00171999994199723,0.0010052439747596509,4.968242876056458e-05
UNLOAD_RELOAD,17,0.3400000035762787,0.0016400000313296914,0.0009584884564901586,4.960387955102711e-05
UNLOAD_RELOAD,18,0.36000001430511475,0.001560000004246831,0.000911732905478857,4.9529070671222875e-05
UNLOAD_RELOAD,19,0.3799999952316284,0.0014799999771639705,0.0008649773935758276,4.945800223520149e-05
UNLOAD_RELOAD,20,0.4000000059604645,0.00139999995008111,0.0008182218571164412,4.9390674242380873e-05
UNLOAD_RELOAD,21,0.41999998688697815,0.0013200000394135714,0.0007714663242950337,4.9327086786129793e-05
UNLOAD_RELOAD,22,0.4399999976158142,0.0012400000123307109,0.0007247107696457533,4.9267239682111785e-05
UNLOAD_RELOAD,23,0.46000000834465027,0.0011599999852478504,0.0006779552541047451,4.921113302216766e-05
UNLOAD_RELOAD,24,0.47999998927116394,0.00107999995816499,0.0006311997067314223,4.9158766806006386e-05
UNLOAD_RELOAD,25,0.5,0.0010000000474974513,0.0005844441848239512,4.9110141104642404e-05
UNLOAD_RELOAD,26,0.5199999809265137,0.0012000000569969416,0.0007013330177869648,4.923871883101061e-05
UNLOAD_RELOAD,27,0.5400000214576721,0.00139999995008111,0.0008182218571164412,4.939067423726871e-05
UNLOAD_RELOAD,28,0.5600000023841858,0.0015999999595806003,0.0009351106900794548,4.9566007500316184e-05
UNLOAD_RELOAD,29,0.5799999833106995,0.0017999999690800905,0.00105199953304691,4.976471853206709e-05
UNLOAD_RELOAD,30,0.6000000238418579,0.0020000000949949026,0.0011688883696479024,4.998680746215791e-05
UNLOAD_RELOAD,31,0.6200000047683716,0.002199999988079071,0.0012857772162533365,5.023227388952673e-05
UNLOAD_RELOAD,32,0.6399999856948853,0.002400000113993883,0.0014026660355739295,5.050111838396687e-05
UNLOAD_RELOAD,33,0.6600000262260437,0.0026000000070780516,0.0015195548967312789,5.079334032098155e-05
UNLOAD_RELOAD,34,0.6800000071525574,0.00279999990016222,0.0016364437142328825,5.110894001336486e-05
UNLOAD_RELOAD,35,0.699999988079071,0.003000000026077032,0.0017533325317344861,5.1447917851373116e-05
UNLOAD_RELOAD,36,0.7200000286102295,0.0031999999191612005,0.0017889561586343916,5.180214653104663e-05
UNLOAD_RELOAD,37,0.7400000095367432,0.0034000000450760126,0.001738511913572438,5.215489356034756e-05
UNLOAD_RELOAD,38,0.7599999904632568,0.003599999938160181,0.001592601916854619,5.248800476531586e-05
UNLOAD_RELOAD,39,0.7799999713897705,0.003800000064074993,0.001408190658366948,5.2788084211760134e-05
UNLOAD_RELOAD,40,0.800000011920929,0.004000000189989805,0.0011999316220681067,5.3048896604004255e-05
UNLOAD_RELOAD,41,0.8199999928474426,0.00419999985024333,0.0010072367667817161,5.32696130679504e-05
UNLOAD_RELOAD,42,0.8399999737739563,0.004399999976158142,0.0008304598813992925,5.3453382848465114e-05
UNLOAD_RELOAD,43,0.8600000143051147,0.004600000102072954,0.0006829064268458751,5.3604719574567246e-05
UNLOAD_RELOAD,44,0.8799999952316284,0.004800000227987766,0.0005584113482655084,5.372885143022853e-05
UNLOAD_RELOAD,45,0.8999999761581421,0.004999999888241291,0.00045883028553816985,5.383057542080677e-05
UNLOAD_RELOAD,46,0.9200000166893005,0.005200000014156103,0.0003782165959478334,5.3914280161653675e-05
UNLOAD_RELOAD,47,0.9399999976158142,0.005400000140070915,0.00031408054326220736,5.398350991915991e-05
UNLOAD_RELOAD,48,0.9599999785423279,0.00559999980032444,0.00026338228167333,5.4041256103557984e-05
UNLOAD_RELOAD,49,0.9800000190734863,0.005799999926239252,0.00022359901845447894,5.408995426422985e-05
UNLOAD_RELOAD,50,1.0,0.006000000052154064,0.00019242075791225943,5.4131556268058045e-05
