node,x,y,d
1,-0.5,-0.5,0.20268521313592494
2,-0.16666666666666669,-0.5,0.24893485013699115
3,0.16666666666666663,-0.5,0.33043590820357416
4,0.5,-0.5,0.25085287072303636
5,-0.5,-0.16666666666666669,0.21157371585453372
6,-0.16666666666666669,-0.16666666666666669,0.4109173544894936
7,0.16666666666666663,-0.16666666666666669,0.7622004892569574
8,0.5,-0.16666666666666669,0.4191843426734268
9,-0.5,0.16666666666666663,0.2072963603200959
10,-0.16666666666666669,0.16666666666666663,0.33296758236153756
11,0.16666666666666663,0.16666666666666663,0.5544252678491417
12,0.5,0.16666666666666663,0.33817929874632535
13,-0.5,0.5,0.2006727893902859
14,-0.16666666666666669,0.5,0.2122607950731843
15,0.16666666666666663,0.5,0.23268116559449284
16,0.5,0.5,0.21274136173039926
