step,frame,time,penalty_active_count,minimum_gap,maximum_penalty_energy_density,penalty_energy,penalty_residual_magnitude,penalty_tangent_magnitude,elastic_energy,local_crack_energy,gradient_crack_energy,history_driven_term,total_diagnostic_energy,incremental_diagnostic_imbalance
MONOTONIC,21,0.41999998688697815,0,0.021518338471651077,0.0,0.0,0.0,0.0,1.5498172141087713e-05,1.3914788118563594e-05,2.470664996167216e-07,1.2640016611840109e-05,2.966002675926803e-05,-3.01170838194417e-07
MONOTONIC,22,0.4399999976158142,0,0.020067084580659866,0.0,0.0,0.0,0.0,1.5290798207570337e-05,1.5212955314200379e-05,2.7605963256291934e-07,1.2538592866621916e-05,3.077981315433363e-05,-3.1330655510402347e-07
MONOTONIC,23,0.46000000834465027,0,0.01894504576921463,0.0,0.0,0.0,0.0,1.5036466364108493e-05,1.649919939227403e-05,3.062640469522649e-07,1.2378060142509639e-05,3.1841929803334785e-05,-2.867275363835993e-07
MONOTONIC,24,0.47999998927116394,0,0.017534514889121056,0.0,0.0,0.0,0.0,1.4726019557565451e-05,1.7748793947976086e-05,3.3812109494419923e-07,1.2184482476732227e-05,3.281293460048574e-05,-2.9639512751261e-07
MONOTONIC,25,0.5,0,0.01646420918405056,0.0,0.0,0.0,0.0,1.4390021364670249e-05,1.8974001496098935e-05,3.7139343503724834e-07,1.1948514239338696e-05,3.3735416295806436e-05,-2.6675969513822534e-07
MONOTONIC,26,0.5199999809265137,0,0.015122395940124989,0.0,0.0,0.0,0.0,1.4016254301532168e-05,2.015262588392944e-05,4.069041156583353e-07,1.1693903147534e-05,3.457578430111994e-05,-2.7438476717159255e-07
MONOTONIC,27,0.5400000214576721,0,0.014113115146756172,0.0,0.0,0.0,0.0,1.3632033744943328e-05,2.1298825240228324e-05,4.442523863502857e-07,1.1410070564306808e-05,3.537511137152194e-05,-2.447149836843249e-07
MONOTONIC,28,0.5600000023841858,0,0.01283993199467659,0.0,0.0,0.0,0.0,1.3223749658209275e-05,2.239305066177621e-05,4.848800474320568e-07,1.111747721588472e-05,3.610168036741754e-05,-2.506727869226418e-07
MONOTONIC,29,0.5799999833106995,0,0.011885781772434711,0.0,0.0,0.0,0.0,1.2814603744482156e-05,2.3449934541713457e-05,5.280475851975551e-07,1.0805543632159243e-05,3.6792585871393164e-05,-2.2332904783309e-07
MONOTONIC,30,0.6000000238418579,0,0.010660244151949883,0.0,0.0,0.0,0.0,1.239110139140394e-05,2.4452342581935217e-05,5.762226647732406e-07,1.049075610935688e-05,3.74196666381124e-05,-2.2792365824743783e-07
MONOTONIC,31,0.6200000047683716,0,0.009755288250744343,0.0,0.0,0.0,0.0,1.1971699444984559e-05,2.541468455456197e-05,6.278869709859692e-07,1.0163805825868617e-05,3.8014270970532497e-05,-2.0470106366932296e-07
MONOTONIC,32,0.6399999856948853,0,0.008701243437826633,0.0,0.0,0.0,0.0,1.1544162331847476e-05,2.6326489285565916e-05,6.859905122496457e-07,9.836330380494469e-06,3.8556642129663035e-05,-2.0466105205900568e-07
MONOTONIC,33,0.6600000262260437,0,0.007926514372229576,0.0,0.0,0.0,0.0,1.1117576592369003e-05,2.7200916036963457e-05,7.474647774628804e-07,9.502052357856879e-06,3.906595740679534e-05,-1.8842934857810583e-07
MONOTONIC,34,0.6800000071525574,0,0.007135143503546715,0.0,0.0,0.0,0.0,1.0683240815706087e-05,2.8038572380319226e-05,8.155483004884447e-07,9.165778431633956e-06,3.953736149651376e-05,-1.7979900303410434e-07
MONOTONIC,35,0.699999988079071,0,0.0065530408173799515,0.0,0.0,0.0,0.0,1.0235877890227128e-05,2.8841296653263268e-05,8.860279647251447e-07,8.827730043412885e-06,3.996320250821554e-05,-1.809194750014288e-07
MONOTONIC,36,0.7200000286102295,0,0.00594301288947463,0.0,0.0,0.0,0.0,9.781940357061104e-06,2.9621081799268724e-05,9.631341627709844e-07,8.484042851341653e-06,4.036615631910081e-05,-1.612203196612108e-07
MONOTONIC,37,0.7400000095367432,0,0.0054373592138290405,0.0,0.0,0.0,0.0,9.300692574106511e-06,3.0364953377284117e-05,1.0414711358862405e-06,8.144612197065726e-06,4.0707117087276874e-05,-1.8212978955507242e-07
MONOTONIC,38,0.7599999904632568,0,0.004973515868186951,0.0,0.0,0.0,0.0,8.817902788723588e-06,3.108959426172077e-05,1.1242496593240502e-06,7.801326147455255e-06,4.103174670976841e-05,-1.58790454176168e-07
MONOTONIC,39,0.7799999713897705,0,0.0045469687320292,0.0,0.0,0.0,0.0,8.30906606788631e-06,3.1777827208861716e-05,1.2069844120560446e-06,7.465659641457023e-06,4.129387768880407e-05,-1.8297200953359792e-07
MONOTONIC,40,0.800000011920929,0,0.004127130843698978,0.0,0.0,0.0,0.0,7.804518201373867e-06,3.244550295639784e-05,1.2911626087316104e-06,7.131223203759873e-06,4.1541183766503324e-05,-1.6086137593321917e-07
MONOTONIC,41,0.8199999928474426,0,0.0038183925207704306,0.0,0.0,0.0,0.0,7.2842003686673715e-06,3.307853559963404e-05,1.3722548478199315e-06,6.808577397168844e-06,4.173499081612134e-05,-1.7896927454992897e-07
MONOTONIC,42,0.8399999737739563,0,0.0034030317328870296,0.0,0.0,0.0,0.0,6.776534570417424e-06,3.368086921982468e-05,1.4513336118397995e-06,6.495931965764613e-06,4.19087374020819e-05,-1.6526285114413277e-07
MONOTONIC,43,0.8600000143051147,0,0.003079707035794854,0.0,0.0,0.0,0.0,6.275990061476478e-06,3.4239545883610845e-05,1.5254958002515195e-06,6.201949395472184e-06,4.204103174533884e-05,-1.7500493125336726e-07
MONOTONIC,44,0.8799999952316284,0,0.0025747239124029875,0.0,0.0,0.0,0.0,5.80755540086102e-06,3.47607707604766e-05,1.5952737811858239e-06,5.92446819136967e-06,4.2163599942523445e-05,-1.553749168858748e-07
MONOTONIC,45,0.8999999761581421,0,0.002269992372021079,0.0,0.0,0.0,0.0,5.363665357344871e-06,3.524315189570188e-05,1.6586978651503158e-06,5.666668913181638e-06,4.226551511819707e-05,-1.492672467722327e-07
MONOTONIC,46,0.9200000166893005,0,0.0012621389469131827,0.0,0.0,0.0,0.0,4.954890631097444e-06,3.569030626676977e-05,1.7165758319606543e-06,5.426810109202051e-06,4.236177272982787e-05,-1.3064993090034492e-07
MONOTONIC,47,0.9399999976158142,0,0.0007972156745381653,0.0,0.0,0.0,0.0,4.574859850549728e-06,3.609984680078923e-05,1.768497106058931e-06,5.206698366237106e-06,4.24432037573979e-05,-1.236214010797473e-07
MONOTONIC,48,0.9599999785423279,0,0.0005904411082156003,0.0,0.0,0.0,0.0,4.2311044938287516e-06,3.6482935445383203e-05,1.8162940634283592e-06,5.000375664167224e-06,4.253033400264031e-05,-9.835518261893717e-08
MONOTONIC,49,0.9800000190734863,0,0.0005550804198719561,0.0,0.0,0.0,0.0,3.909108569632736e-06,3.6835997807793315e-05,1.859659094770905e-06,4.809849549747015e-06,4.2604765472196955e-05,-9.349424131470472e-08
MONOTONIC,50,1.0,0,0.0005173287354409695,0.0,0.0,0.0,0.0,3.6158324466669e-06,3.716334039345385e-05,1.899798420345178e-06,4.632439694069036e-06,4.267897126046593e-05,-7.788856383390716e-08
UNLOAD_RELOAD,0,0.0,0,0.0005173287354409695,0.0,0.0,0.0,0.0,3.6158324466669e-06,3.716334039345385e-05,1.899798420345178e-06,4.632439694069036e-06,4.267897126046593e-05,0.0
UNLOAD_RELOAD,1,0.019999999552965164,0,0.0004854231665376574,0.0,0.0,0.0,0.0,3.0452715901049037e-06,3.746380293741822e-05,1.9364048712304787e-06,4.469076346049406e-06,4.24454793987536e-05,-5.36377663270824e-08
UNLOAD_RELOAD,2,0.03999999910593033,0,8.355700265383348e-05,0.0,0.0,0.0,0.0,2.5668790988049758e-06,3.756794007495046e-05,1.9475226468784974e-06,4.414049946808519e-06,4.208234182063394e-05,-2.0739874751023033e-07
UNLOAD_RELOAD,3,0.05999999865889549,0,2.9702030587941408e-05,0.0,0.0,0.0,0.0,2.323764641920434e-06,3.766012454871088e-05,1.956882558806683e-06,4.365726891319356e-06,4.194077174943799e-05,-1.908276261577209e-09
UNLOAD_RELOAD,4,0.07999999821186066,1,-2.7423525672531923e-09,6.768447564572955e-13,4.230279727858097e-18,3.0851464543957266e-09,1.125,2.1091877562753324e-06,3.76697530737147e-05,1.957323895112495e-06,4.3612230611870464e-06,4.173626472510675e-05,-7.419046323873358e-08
UNLOAD_RELOAD,5,0.10000000149011612,1,-3.465383979772696e-09,1.0807997292278104e-12,6.754998307673815e-18,3.898557042703033e-09,1.125,1.97776076571472e-06,3.7673125928267844e-05,1.9572897832404123e-06,4.35983865918388e-06,4.160817647722973e-05,-4.273378089543131e-09
UNLOAD_RELOAD,6,0.11999999731779099,14,-3.463730635644424e-09,1.079768761381994e-12,1.4312289292447434e-17,1.1708774455509998e-08,15.75,1.8556933431057133e-06,3.7673125928267844e-05,1.957289775236859e-06,4.359838679920359e-06,4.148610904662473e-05,-2.302607506385725e-09
UNLOAD_RELOAD,7,0.14000000059604645,7,-1.8454545669399636e-09,3.0651322409022685e-13,3.494464681332194e-18,4.475195886488592e-09,7.875,1.7397417382454706e-06,3.7673125974833975e-05,1.9572897777834444e-06,4.359838677191875e-06,4.137015749086638e-05,1.425972106236864e-13
UNLOAD_RELOAD,8,0.1599999964237213,36,-3.4466229870133702e-09,1.0691289433623075e-12,7.394580691126961e-18,9.93747503574838e-09,40.5,1.6275305026823615e-06,3.76731260214001e-05,1.95728982653236e-06,4.359838587151899e-06,4.125794635062221e-05,-2.738918982022817e-14
UNLOAD_RELOAD,9,0.18000000715255737,42,-3.4299385553993034e-09,1.0588030018715555e-12,6.729873820354885e-18,4.731030389293345e-09,47.25,1.5190595775692373e-06,3.7673126067966216e-05,1.957289887286606e-06,4.359838482378109e-06,4.1149475532828794e-05,2.384427765368506e-13
UNLOAD_RELOAD,10,0.20000000298023224,34,-3.415832061648416e-09,1.0501118204164772e-12,1.5085689926518397e-17,1.1638267243663239e-08,38.25,1.414329016856186e-06,3.7673126067966216e-05,1.9572899167542343e-06,4.359838407435746e-06,4.104474500159172e-05,-1.667139191453837e-13
UNLOAD_RELOAD,11,0.2199999988079071,56,-3.4007783256129187e-09,1.0408763694708112e-12,6.524539472812963e-18,4.369483600030754e-09,63.0,1.3133388704318358e-06,3.767312611453235e-05,1.9572899702325234e-06,4.359838313757793e-06,4.0943754955203236e-05,-5.6431415258999945e-14
UNLOAD_RELOAD,12,0.23999999463558197,44,-3.3857268100234705e-09,1.0316830939896549e-12,6.450737592177842e-18,3.940911523070413e-09,49.5,1.2160890939753701e-06,3.767312616109848e-05,1.957290006976109e-06,4.359838222080725e-06,4.084650526205641e-05,2.0618759927508098e-13
UNLOAD_RELOAD,13,0.25999999046325684,36,-3.3716143210682503e-09,1.0231004411720424e-12,6.640576863533607e-18,5.8630726034847325e-09,40.5,1.1225796949162259e-06,3.767312616109848e-05,1.9572900888306326e-06,4.359838068648969e-06,4.075299594485198e-05,-7.339640776659467e-14
UNLOAD_RELOAD,14,0.2800000011920929,31,-3.357407685200542e-09,1.0144967548322836e-12,6.373425697579333e-18,4.4191121690628776e-09,34.875,1.0328106498064928e-06,3.767312630079687e-05,1.9572901310311862e-06,4.359837943138702e-06,4.0663227081640926e-05,1.3768056383563557e-13
UNLOAD_RELOAD,15,0.30000001192092896,32,-3.3429516932415027e-09,1.005779227264414e-12,7.793297305256155e-18,7.560941357898089e-09,36.0,9.467819988984163e-07,3.767312637064605e-05,1.9572901743231338e-06,4.3598378332717405e-06,4.057719854387539e-05,8.078871501903534e-14
UNLOAD_RELOAD,16,0.3199999928474426,27,-3.328677333769292e-09,9.972083922504815e-13,6.245445146895033e-18,4.06850862519903e-09,30.375,8.644937499767025e-07,3.7673126393929126e-05,1.9572902096115284e-06,4.359837710853754e-06,4.04949103535236e-05,4.932117675425854e-14
UNLOAD_RELOAD,17,0.3400000035762787,29,-3.3144669231433e-09,9.887121503460161e-13,6.211413235714021e-18,4.5461525306489405e-09,32.625,7.859458716680479e-07,3.767312648706138e-05,1.957290252903477e-06,4.359837612719276e-06,4.0416362611639114e-05,5.914729426723109e-15
UNLOAD_RELOAD,18,0.36000001430511475,18,-3.300374640247128e-09,9.803225939353233e-13,6.147662794852462e-18,4.0994798232496514e-09,20.25,7.111383745993295e-07,3.7673126603476695e-05,1.9572902729123605e-06,4.359837481752038e-06,4.0341555250994535e-05,1.227210133102237e-13
UNLOAD_RELOAD,19,0.3799999952316284,14,-3.2863962662332824e-09,9.720360367310166e-13,6.08917019223509e-18,3.941302624310695e-09,15.75,6.400712631020156e-07,3.767312667332589e-05,1.957290289283265e-06,4.359837352512841e-06,4.0270488225717266e-05,8.037119553867475e-14
UNLOAD_RELOAD,20,0.4000000059604645,12,-3.272533355413998e-09,9.638528039937477e-13,7.808326860712438e-18,7.1413706781209305e-09,13.5,5.727445256610508e-07,3.767312669660896e-05,1.9572903056541697e-06,4.359837234642328e-06,4.020316152793199e-05,3.072813271193242e-14
UNLOAD_RELOAD,21,0.41999998688697815,7,-3.2587621490165475e-09,9.55757716893102e-13,5.9920521261825036e-18,3.926791403152662e-09,7.875,5.091581647221234e-07,3.767312683630735e-05,1.957290323116468e-06,4.3598370959443856e-06,4.013957532415193e-05,5.50316357154218e-14
UNLOAD_RELOAD,22,0.4399999976158142,7,-3.2450790943272523e-09,9.47748498604517e-13,5.944557305377205e-18,3.9288014599625504e-09,7.875,4.493121878276441e-07,3.7673126906156546e-05,1.957290371501586e-06,4.359836988987809e-06,4.007972946549172e-05,1.1565585728706695e-13
UNLOAD_RELOAD,23,0.46000000834465027,7,-3.2315039533159506e-09,9.398355574688488e-13,5.897806193272084e-18,3.93078829203919e-09,7.875,3.932065912401584e-07,3.767312697600573e-05,1.9572904206142995e-06,4.35983688921624e-06,4.002362398786608e-05,1.2024658612580508e-13
UNLOAD_RELOAD,24,0.47999998927116394,7,-3.2180365039380376e-09,9.320183513850111e-13,5.8517914281220206e-18,3.932753257562816e-09,7.875,3.4084136771070904e-07,3.767312711570412e-05,1.9572904562664922e-06,4.359836796993478e-06,3.997125893968718e-05,1.7397709114281776e-13
UNLOAD_RELOAD,25,0.5,7,-3.2046756359704887e-09,9.242951456295279e-13,5.806498240583143e-18,3.934693906759712e-09,7.875,2.922165259313658e-07,3.767312711570412e-05,1.9572904999222383e-06,4.359836668845674e-06,3.992263414156353e-05,-2.1587413931087318e-14
UNLOAD_RELOAD,26,0.5199999809265137,5,-3.191441111383142e-09,9.166766738039067e-13,5.802215156172489e-18,4.2372888785280345e-09,5.625,4.207917739300626e-07,3.767312713898719e-05,1.957290524296696e-06,4.35983653742369e-06,4.005120943721975e-05,2.151322062117142e-14
UNLOAD_RELOAD,27,0.5400000214576721,4,-3.178298957351444e-09,9.091426613275222e-13,5.718129086324316e-18,3.938314716123159e-09,4.5,5.727443346629003e-07,3.767312732525171e-05,1.957290547215963e-06,4.359836420098873e-06,4.0203162207136294e-05,2.696743585275767e-13
UNLOAD_RELOAD,28,0.5600000023841858,4,-3.1652536147674937e-09,9.01694734503633e-13,5.674935775316082e-18,3.940183896133931e-09,4.5,7.480741917404996e-07,3.767312748823316e-05,1.9572905766835916e-06,4.359836310140963e-06,4.037849225666293e-05,1.501545266705158e-13
UNLOAD_RELOAD,29,0.5799999833106995,4,-3.1523113008802284e-09,8.943359833084308e-13,5.632419174501084e-18,3.942030993897561e-09,4.5,9.467813555019686e-07,3.767312751151623e-05,1.9572906010580493e-06,4.359836208186608e-06,4.057719946808188e-05,1.7287603640281368e-15
UNLOAD_RELOAD,30,0.6000000238418579,4,-3.1394715716004384e-09,8.870653777498516e-13,5.59056947505788e-18,3.94385776019135e-09,4.5,1.1688658129202168e-06,3.7673127581365425e-05,1.95729063525505e-06,4.359836105959403e-06,4.079928402954628e-05,-8.963305358350437e-14
UNLOAD_RELOAD,31,0.6200000047683716,4,-3.1267330946604943e-09,8.79881399944854e-13,5.549373618231859e-18,3.9456627497713725e-09,4.5,1.4143275748125458e-06,3.767312762793154e-05,1.957290674181423e-06,4.359836008370622e-06,4.104474587693106e-05,1.6066361023699127e-13
UNLOAD_RELOAD,32,0.6399999856948853,4,-3.114095425971186e-09,8.727831283215914e-13,5.508822587586321e-18,3.94744699363514e-09,4.5,1.6831666339271578e-06,3.7673127767629935e-05,1.957290716018179e-06,4.359835906416266e-06,4.1313585117580786e-05,-5.184124207387522e-14
UNLOAD_RELOAD,33,0.6600000262260437,4,-3.1015576773540943e-09,8.657693160475655e-13,5.468905129915813e-18,3.949209989428937e-09,4.5,1.9753829808735195e-06,3.7673127790913e-05,1.95729074839619e-06,4.359835827563075e-06,4.160580152018818e-05,1.3174167702925677e-13
UNLOAD_RELOAD,34,0.6800000071525574,4,-3.089118294496984e-09,8.588387162902777e-13,5.429610309556598e-18,3.950951931841473e-09,4.5,2.2909765964357116e-06,3.767312793061139e-05,1.957290790960542e-06,4.359835728337203e-06,4.192139531801307e-05,2.414352626243371e-13
UNLOAD_RELOAD,35,0.699999988079071,0,3.761927658274544e-08,0.0,0.0,0.0,0.0,2.629947525900889e-06,3.777600515168161e-05,1.9695174029038754e-06,4.304052748466348e-06,4.237547008048638e-05,1.1510352576364673e-07
UNLOAD_RELOAD,36,0.7200000286102295,0,0.00030596135184168816,0.0,0.0,0.0,0.0,2.8626199688517326e-06,3.7973835295997576e-05,1.9959200948505893e-06,4.193448974592685e-06,4.28323753596999e-05,1.0266188174080823e-07
UNLOAD_RELOAD,37,0.7400000095367432,0,0.0005264934152364731,0.0,0.0,0.0,0.0,2.9554343717848035e-06,3.8280404335819186e-05,2.0373239054606523e-06,4.020547226446071e-06,4.3273162613064646e-05,8.802419766569785e-08
UNLOAD_RELOAD,38,0.7599999904632568,0,0.0005143639864400029,0.0,0.0,0.0,0.0,2.866742096296092e-06,3.862343863584102e-05,2.083326154570386e-06,3.8266191437514855e-06,4.35735068867075e-05,-3.276808183563069e-08
UNLOAD_RELOAD,39,0.7799999713897705,0,0.0003400419664103538,0.0,0.0,0.0,0.0,2.6755496670716635e-06,3.899550326168537e-05,2.1304890378814887e-06,3.6177828878578565e-06,4.380154196663852e-05,-7.204696339510922e-08
UNLOAD_RELOAD,40,0.800000011920929,0,0.0002404073457000777,0.0,0.0,0.0,0.0,2.399849661328801e-06,3.933921107091009e-05,2.1757774518846425e-06,3.4222889092660574e-06,4.391483818412353e-05,-1.4751483470877694e-07
UNLOAD_RELOAD,41,0.8199999928474426,0,0.0001482038205722347,0.0,0.0,0.0,0.0,2.115194272408161e-06,3.966242752503603e-05,2.2176169295562436e-06,3.238228007560906e-06,4.3995238727000436e-05,-1.4031510443533079e-07
UNLOAD_RELOAD,42,0.8399999737739563,0,0.00010257113899569958,0.0,0.0,0.0,0.0,1.8269886643260238e-06,3.994057157542559e-05,2.255297985993821e-06,3.077667094619229e-06,4.4022858225745434e-05,-1.561490969702198e-07
UNLOAD_RELOAD,43,0.8600000143051147,0,6.283726543188095e-05,0.0,0.0,0.0,0.0,1.5706740672804644e-06,4.018703908659517e-05,2.2885455672621897e-06,2.9349764018476323e-06,4.404625872113782e-05,-1.2793471944692457e-07
UNLOAD_RELOAD,44,0.8799999952316284,0,4.402637932798825e-05,0.0,0.0,0.0,0.0,1.3401681426369552e-06,4.039327339269219e-05,2.318088154788711e-06,2.813642068495092e-06,4.405152969011786e-05,-1.1885962630269793e-07
UNLOAD_RELOAD,45,0.8999999761581421,0,2.7082582164439373e-05,0.0,0.0,0.0,0.0,1.1470666029961054e-06,4.0570968459360313e-05,2.3439929904498055e-06,2.7083573031043697e-06,4.406202805280622e-05,-9.122446713787324e-08
UNLOAD_RELOAD,46,0.9200000166893005,0,1.811323090805672e-05,0.0,0.0,0.0,0.0,9.833583280089546e-07,4.072143575176596e-05,2.367120723488371e-06,2.617904149127414e-06,4.4071914803263284e-05,-7.381744000095353e-08
UNLOAD_RELOAD,47,0.9399999976158142,0,1.004286423267331e-05,0.0,0.0,0.0,0.0,8.480064922766317e-07,4.084944555070251e-05,2.387157279099484e-06,2.540431809476651e-06,4.408460932207862e-05,-5.6534647397467894e-08
UNLOAD_RELOAD,48,0.9599999785423279,0,4.984679890185362e-06,0.0,0.0,0.0,0.0,7.374650682454131e-07,4.095711563713848e-05,2.404716108605953e-06,2.474491357062742e-06,4.409929681398984e-05,-4.305809589344505e-08
UNLOAD_RELOAD,49,0.9800000190734863,0,1.290137333853636e-06,0.0,0.0,0.0,0.0,6.484295525162055e-07,4.104805600363762e-05,2.4196199598350175e-06,2.4186311188211464e-06,4.4116105515988846e-05,-3.1889006858343164e-08
UNLOAD_RELOAD,50,1.0,1,-2.3757091849319067e-09,5.079594514109664e-13,3.1747465713185403e-18,2.672672781045549e-09,1.125,5.772574706844667e-07,4.112496045418083e-05,2.432420491106767e-06,2.3711412937904785e-06,4.413463841597524e-05,-2.3068682222537093e-08
