step,frame,time,top_u1,top_rf1,external_work
UNLOAD_RELOAD,1,0.019999999552965164,0.0029200001154094934,0.0020858024636254413,5.134294587203909e-05
UNLOAD_RELOAD,2,0.03999999910593033,0.002839999971911311,0.0018076613177981926,5.118720704142966e-05
UNLOAD_RELOAD,3,0.05999999865889549,0.0027600000612437725,0.001683887454419164,5.104754524649529e-05
UNLOAD_RELOAD,4,0.07000000029802322,0.0027199999894946814,0.001597513535671169,5.098191710897471e-05
UNLOAD_RELOAD,5,0.08500000089406967,0.0026599999982863665,0.0015564626082777977,5.088729783852063e-05
UNLOAD_RELOAD,6,0.10499999672174454,0.002580000087618828,0.001491978888225276,5.076536031482289e-05
UNLOAD_RELOAD,7,0.125,0.0024999999441206455,0.0014457159759331262,5.064785230947962e-05
UNLOAD_RELOAD,8,0.14499999582767487,0.002420000033453107,0.0013994529144838452,5.053404568094591e-05
UNLOAD_RELOAD,9,0.16500000655651093,0.0023399998899549246,0.0013531898348446703,5.0423939773473154e-05
UNLOAD_RELOAD,10,0.1850000023841858,0.002259999979287386,0.0013069268043182092,5.0317535226724025e-05
UNLOAD_RELOAD,11,0.20499999821186066,0.0021800000686198473,0.0012606637719727587,5.021483171835698e-05
UNLOAD_RELOAD,12,0.22499999403953552,0.002099999925121665,0.0012144007741881069,5.011582895892691e-05
UNLOAD_RELOAD,13,0.24500000476837158,0.0020200000144541264,0.0011681376627166173,5.0020527527869734e-05
UNLOAD_RELOAD,14,0.26499998569488525,0.0019399999873712659,0.0011218746285521775,4.992892700520894e-05
UNLOAD_RELOAD,15,0.2849999964237213,0.0018599999602884054,0.001075611623491568,4.984102752537008e-05
UNLOAD_RELOAD,16,0.3050000071525574,0.0017800000496208668,0.001029348662996199,4.975682920793121e-05
UNLOAD_RELOAD,17,0.32499998807907104,0.0017000000225380063,0.0009830856643020525,4.967633180758804e-05
UNLOAD_RELOAD,18,0.3449999988079071,0.0016199999954551458,0.0009368226728838636,4.95995354481023e-05
UNLOAD_RELOAD,19,0.36500000953674316,0.0015399999683722854,0.000890559732397378,4.952644012714567e-05
UNLOAD_RELOAD,20,0.38499999046325684,0.0014600000577047467,0.0008442967737209983,4.945704594439044e-05
UNLOAD_RELOAD,21,0.4050000011920929,0.0013800000306218863,0.000798033850514912,4.93913526971815e-05
UNLOAD_RELOAD,22,0.42500001192092896,0.0013000000035390258,0.0007517709318562993,4.932936048490008e-05
UNLOAD_RELOAD,23,0.4449999928474426,0.0012199999764561653,0.0007055080341160647,4.927106930652754e-05
UNLOAD_RELOAD,24,0.4650000035762787,0.0011399999493733048,0.0006592451190954307,4.921647916191837e-05
UNLOAD_RELOAD,25,0.48500001430511475,0.0010600000387057662,0.0006129822359071113,4.916559012454387e-05
UNLOAD_RELOAD,26,0.5049999952316284,0.0010499999625608325,0.0006071993166187895,4.915948917032592e-05
UNLOAD_RELOAD,27,0.5249999761581421,0.0012499999720603228,0.0007228562608361244,4.9292494734388834e-05
UNLOAD_RELOAD,28,0.5450000166893005,0.001449999981559813,0.0008385131350223674,4.944863168139079e-05
UNLOAD_RELOAD,29,0.5649999976158142,0.0016499999910593033,0.0009541700146655785,4.962790000487437e-05
UNLOAD_RELOAD,30,0.5849999785423279,0.0018500000005587935,0.0010698268824853585,4.983029970420293e-05
UNLOAD_RELOAD,31,0.6050000190734863,0.002050000010058284,0.0011854837084683822,5.005583077401046e-05
UNLOAD_RELOAD,32,0.625,0.0022499999031424522,0.0013011405117140384,5.0304493063098954e-05
UNLOAD_RELOAD,33,0.6449999809265137,0.0024500000290572643,0.0014167973458825145,5.0576287019972925e-05
UNLOAD_RELOAD,34,0.6650000214576721,0.0026499999221414328,0.0015324540618166793,5.087121200308201e-05
UNLOAD_RELOAD,35,0.6850000023841858,0.002850000048056245,0.0016481108523294097,5.1189268694736735e-05
UNLOAD_RELOAD,36,0.7049999833106995,0.0030499999411404133,0.001763767557349638,5.153045635331273e-05
UNLOAD_RELOAD,37,0.7250000238418579,0.0032500000670552254,0.001761542971507879,5.188298762814289e-05
UNLOAD_RELOAD,38,0.7450000047683716,0.003449999960139394,0.0017067432672774885,5.2229816066614076e-05
UNLOAD_RELOAD,39,0.7649999856948853,0.003650000086054206,0.0015355714622273808,5.2554047743692285e-05
UNLOAD_RELOAD,40,0.7850000262260437,0.0038499999791383743,0.001354905160042108,5.284309525140038e-05
UNLOAD_RELOAD,41,0.8050000071525574,0.004050000105053186,0.0011438545070632244,5.3092971375426336e-05
UNLOAD_RELOAD,42,0.824999988079071,0.0042500002309679985,0.000960210982384524,5.3303378056837613e-05
UNLOAD_RELOAD,43,0.8450000286102295,0.004449999891221523,0.0007885251015977701,5.347825136817238e-05
UNLOAD_RELOAD,44,0.8650000095367432,0.004650000017136335,0.0006494300791928254,5.362204697678137e-05
UNLOAD_RELOAD,45,0.8849999904632568,0.0048500001430511475,0.0005305159852468933,5.3740041657511686e-05
UNLOAD_RELOAD,46,0.9049999713897705,0.005049999803304672,0.0004371626456531885,5.383680935621899e-05
UNLOAD_RELOAD,47,0.925000011920929,0.005249999929219484,0.0003604742437062214,5.391657309537208e-05
UNLOAD_RELOAD,48,0.9449999928474426,0.005450000055134296,0.0003005378744092013,5.398267434879923e-05
UNLOAD_RELOAD,49,0.9649999737739563,0.0056500001810491085,0.00025252878413084545,5.403798104947288e-05
UNLOAD_RELOAD,50,0.9850000143051147,0.005849999841302633,0.000215322505482618,5.408476609895881e-05
UNLOAD_RELOAD,51,1.0,0.006000000052154064,0.00018430813724990003,5.41147384392951e-05
